Bank,review_text,review_score,english,target
Vietcombank,very good safe for my money,5,1,1
Vietcombank,better use the internet banking instead,5,1,1
Vietcombank,poor apps cant even describe all the sadness,1,1,0
Vietcombank,simple design and easy to use,5,1,1
Vietcombank,bad app don't install it,1,1,0
Vietcombank,keep crashing,1,1,0
Vietcombank,crash everytime,1,1,0
Vietcombank,crash on optimus g,1,1,0
Vietcombank,great,5,1,1
Vietcombank,bad service,1,1,0
Vietcombank,crash app,1,1,0
Vietcombank,faulty app,1,1,0
Vietcombank,very irresponsible,1,1,0
Vietcombank,nice app,4,1,1
Vietcombank,no place to enter password crazy,1,1,0
Vietcombank,crash,3,1,0
Vietcombank,no thanks,3,1,0
Vietcombank,rated,1,1,0
Vietcombank,thanks,3,1,0
TPBank Mobile,i cannot change the etoken service it keeps saying that something is error,1,1,0
TPBank Mobile,i can not active etoken after reinstall stucked at that terrible issue,1,1,0
TPBank Mobile,why the etoken doesnt match it is on the same app bad app and time consuming,1,1,0
TPBank Mobile,bad ui ux log in with fingersprint do not work have to reopen app then use fingersprint to login again,3,1,0
TPBank Mobile,i can't active etoken when i click active sys not response please check app,1,1,0
TPBank Mobile,you must improve the customer experience because there are some bad problems recently while it used to be great in the past,3,1,0
TPBank Mobile,please disable vibration when tapping item on screen it's so strong and anoying,1,1,0
TPBank Mobile,new ebank x version super fast and smooth when doing money transaction the ux and ui is better,5,1,1
TPBank Mobile,hard to use compared to old version now cannot change the saving info,3,1,0
TPBank Mobile,i use galaxy s and i enable login by fingerprint but it doesn't work,3,1,0
TPBank Mobile,transaction too long and error from pm till pm thanks to that i lost my chance shopping really thank you,1,1,0
TPBank Mobile,after activate etoken app instant crash when open again it still crash immediately,2,1,0
TPBank Mobile,crash when use fingerprint in new version,1,1,0
TPBank Mobile,loading time for transaction is quite long however the app is quite good,4,1,1
TPBank Mobile,if i could get a cent everytime this app freezed i could purchase entire bank and throw it into the ocean,1,1,0
TPBank Mobile,"the ""use fingerprint for small transactions"" got reset every time i close the application",3,1,0
TPBank Mobile,update new version and can't log in anymore this app is really bad,1,1,0
TPBank Mobile,i using the latest version on samsung a and i cannot log in with fingerprint,4,1,1
TPBank Mobile,after enable faceid on google pixel xl i still can't use faceid plz fix this,2,1,0
TPBank Mobile,it's better to make fingerprint recognition appear right after opening the app now it takes one more redundant grinning squinting face click to log in april,5,1,1
TPBank Mobile,what a great app simple yet amazing i love the user interface,5,1,1
TPBank Mobile,nice concept helps me manage my business great job,5,1,1
TPBank Mobile,usually got error when use saving feature like settlement create new saving,3,1,0
TPBank Mobile,terrible take too long to sign in cant even do money transfer,1,1,0
TPBank Mobile,can not transfer withdraw money for days this app is worth,1,1,0
TPBank Mobile,sometime i can't login animation loading still display ever,1,1,0
TPBank Mobile,loading takes too long these days it's frustrating,1,1,0
TPBank Mobile,can not log in app have a lot bug,1,1,0
TPBank Mobile,samsung s can not login with fingerprint,1,1,0
TPBank Mobile,i cannot login to my account after updating new version it said my account doesn't exist,1,1,0
TPBank Mobile,vnd year for credit card for atm card x year for sms vnd year hight fee level is unacceptable,2,1,0
TPBank Mobile,can not use pay by qr worst ebank app i ever seen completely fail big shame,1,1,0
TPBank Mobile,awesome app with best ui and functions,5,1,1
TPBank Mobile,too slow can't login terible,2,1,0
TPBank Mobile,please disable vibration on tap or at least create a switch button useless,1,1,0
TPBank Mobile,quite good app although sometimes transaction is quite long,4,1,1
TPBank Mobile,doesn't work when change to english,1,1,0
TPBank Mobile,scam e bank all payment bills is uncompleted when you done your transaction,1,1,0
TPBank Mobile,smooth fast convenient,5,1,1
TPBank Mobile,app crashs every time i open after update,1,1,0
TPBank Mobile,a beautiful and efficient app so far,5,1,1
TPBank Mobile,can't login any more crashed when login into home screen,1,1,0
TPBank Mobile,unable to transfer money app crash,1,1,0
TPBank Mobile,tpbank token was linked to bank app is useful good app good bank,5,1,1
TPBank Mobile,not goot auto logout can not login wtffffff,1,1,0
TPBank Mobile,app crashed after upgrade,1,1,0
TPBank Mobile,though it was good but now it more annoy than other alway update but don't better i will change to techcombank they make me feel better,1,1,0
TPBank Mobile,the app is so great with nice looking and friendly using,5,1,1
TPBank Mobile,cannot transfer money because token is not show cannot activate app,1,1,0
TPBank Mobile,"the ""forgot password"" function does not work",1,1,0
TPBank Mobile,god fk d a m n it i'm so fk irritated with this fk app purely piece of c r a p hours and hours of tries anh errors but still could not make a new account could not detect id card could not recieve otp code or whatsoever fire those people making this app already awful app awful people fk yo and your company for wasting my fk time,1,1,0
TPBank Mobile,very slow bad app,1,1,0
TPBank Mobile,very friendly and good app,5,1,1
TPBank Mobile,very fast money transaction wish have e stock floor soon,5,1,1
TPBank Mobile,stupid app and customer experiences worst experiences i've had in my life with a bank,1,1,0
TPBank Mobile,ekyc registration is not working,1,1,0
TPBank Mobile,word stupid have everything but nothing work good,1,1,0
TPBank Mobile,freeze every once in a while,1,1,0
TPBank Mobile,perfect nice ux ui,5,1,1
TPBank Mobile,can't get passed the id stage really hard,1,1,0
TPBank Mobile,it takes me two hours to download the app,1,1,0
TPBank Mobile,error wrong otp,1,1,0
TPBank Mobile,i can't login it crash,1,1,0
TPBank Mobile,crashed like a charm,1,1,0
TPBank Mobile,can not contact to tpb by phone chat and also can not login for days,1,1,0
TPBank Mobile,can not login with new version,1,1,0
TPBank Mobile,very nice app,5,1,1
TPBank Mobile,do not deserve to received star must be star terrible experience,1,1,0
TPBank Mobile,i can not linking the air pay account,4,1,1
TPBank Mobile,i like the color of this app,5,1,1
TPBank Mobile,very nice service,5,1,1
TPBank Mobile,can't login,1,1,0
TPBank Mobile,very good app,5,1,1
TPBank Mobile,good and fast,5,1,1
TPBank Mobile,the most fovourite bank i like,5,1,1
TPBank Mobile,goood swiftkey pgt,5,1,1
TPBank Mobile,it's good app,5,1,1
TPBank Mobile,can not login with android,1,1,0
TPBank Mobile,update crash app,1,1,0
TPBank Mobile,it's so convince for me to transfers,5,1,1
TPBank Mobile,cant login and get no noti,1,1,0
TPBank Mobile,very good app,5,1,1
TPBank Mobile,i cant log in,1,1,0
TPBank Mobile,super slow recently,3,1,0
TPBank Mobile,crash on andoid,2,1,0
TPBank Mobile,app này spam notification,1,1,0
TPBank Mobile,need to hide money when use fund transfer feature,3,1,0
TPBank Mobile,app su dung tot cho sao,5,1,1
TPBank Mobile,etoken is the worst,1,1,0
TPBank Mobile,like the new version,5,1,1
TPBank Mobile,app co ick,5,1,1
TPBank Mobile,app sucks always connection issue,1,1,0
TPBank Mobile,perfect app,5,1,1
TPBank Mobile,tot,5,1,1
TPBank Mobile,very bad,1,1,0
TPBank Mobile,good app,5,1,1
TPBank Mobile,great,5,1,1
TPBank Mobile,app tot,5,1,1
TPBank Mobile,uk rs,5,1,1
TPBank Mobile,good app,5,1,1
TPBank Mobile,good app,5,1,1
TPBank Mobile,perfect,5,1,1
TPBank Mobile,keyboard vibration is such an awful ridiculous feature of the latest version pls fix it,1,1,0
TPBank Mobile,not responding,1,1,0
TPBank Mobile,slow unsually,1,1,0
TPBank Mobile,b has nbc,5,1,1
TPBank Mobile,great,5,1,1
TPBank Mobile,great app,5,1,1
TPBank Mobile,after several updates app becomes useless compare with web version very slow loading when i enable login using fingerprints it should automatically lauch fingerprints instead user must click fingerprint icon to use that function,1,1,0
TPBank Mobile,very slow,4,1,1
TPBank Mobile,very smooth,5,1,1
TPBank Mobile,great,5,1,1
TPBank Mobile,good app,4,1,1
TPBank Mobile,good app,4,1,1
TPBank Mobile,good appa,5,1,1
TPBank Mobile,great usefull,5,1,1
TPBank Mobile,its good,5,1,1
TPBank Mobile,rat tot,5,1,1
TPBank Mobile,app crash,1,1,0
TPBank Mobile,force close,1,1,0
TPBank Mobile,"crash out when tapping ""back""",4,1,1
TPBank Mobile,can't login disconnect from server,1,1,0
TPBank Mobile,the new updated app crash in htc design g,1,1,0
TPBank Mobile,new version was crashed in anroid,1,1,0
TPBank Mobile,can not open the app after installing,1,1,0
TPBank Mobile,crash on my phone s,1,1,0
TPBank Mobile,cannot use,1,1,0
TPBank Mobile,i love the bank for its excellent customer service the new app is working perfectly the fingerprint login function is the best please keep up the good work,5,1,1
TPBank Mobile,very good easy to use effective app but it could be better if it stops crashing while i am using the back button to navigate backwards overall this app makes my life alot easier i say good job to all those involved,5,1,1
TPBank Mobile,good apps,4,1,1
TPBank Mobile,the new one is worse difficult to login confused,1,1,0
TPBank Mobile,cheap,1,1,0
TPBank Mobile,ban update loi khong the ket noi den he thong,1,1,0
TPBank Mobile,you can buy gold through this excellance,5,1,1
TPBank Mobile,new update crash in android samsung mega,1,1,0
TPBank Mobile,crash on android,1,1,0
TPBank Mobile,rated,5,1,1
MB Bank,hard to change password time out don't have method to get old pass when use identified fingerprinter,3,1,0
MB Bank,rate force me to allow to access media at the first time without any reason suck app ever,1,1,0
MB Bank,bad app an alert my device is rooted but i don't i used this app normally before,1,1,0
MB Bank,touch id is very slow i tried many times to log in my account,3,1,0
MB Bank,this app takes your personal information such as photos contacts videos camera for military purpose it said my phone is rooted even though my phine is genuine and works perfectly fine before with other apss ứng dụng lấy thông tin cá nhân như số thuê bao danh bạ ko tốt,1,1,0
