Bank,review_text,review_score,english
TPBank Mobile,"Nice concept, helps me manage my business. Great job",5,1
TPBank Mobile,"Usually got error when use saving feature like settlement, create new saving...",3,1
TPBank Mobile,"Terrible, take too long to sign in. Cant even do money transfer",1,1
TPBank Mobile,"Can not transfer, withdraw money for days. This app is worth 1*",1,1
TPBank Mobile,"Sometime i can't login, animation loading still display ever...",1,1
TPBank Mobile,"Loading takes too long these days, it's frustrating",1,1
TPBank Mobile,Can not log in app. Have a lot bug,1,1
TPBank Mobile,Samsung s10+ can not login with fingerprint,1,1
TPBank Mobile,I cannot login to my account after updating new version. It said my account doesn't exist.,1,1
TPBank Mobile,288.000 vnd/year for Credit card + 55.000 for ATM card + 11.000x12/year for SMS = 475.000 vnd/year. Hight fee level is unacceptable.,2,1
TPBank Mobile,"Can not use pay by QR, worst ebank app I ever seen. Completely fail. Big Shame.",1,1
TPBank Mobile,Awesome app with best UI and functions,5,1
TPBank Mobile,"Too slow, Can't login. Terible.",2,1
TPBank Mobile,Please disable vibration on tap or at least create a switch button. Useless.,1,1
TPBank Mobile,Quite good app although sometimes transaction is quite long.,4,1
TPBank Mobile,Doesn't work when change to English,1,1
TPBank Mobile,Scam e-bank! all payment bills is uncompleted when you done your transaction,1,1
TPBank Mobile,"Smooth, fast, convenient",5,1
TPBank Mobile,app crashs every time I open after update,1,1
TPBank Mobile,A beautiful and efficient app so far.,5,1
TPBank Mobile,"Can't login any more, crashed when login into home screen.",1,1
TPBank Mobile,Unable to transfer money. App crash,1,1
TPBank Mobile,"Tpbank token was linked to bank app is useful Good app, good bank",5,1
TPBank Mobile,Not goot Auto logout Can not login wtffffff,1,1
TPBank Mobile,app crashed after upgrade,1,1
TPBank Mobile,Though it was good but now it more annoy than other alway update but don't better. I will change to techcombank they make me feel better.,1,1
TPBank Mobile,The app is so great with nice looking and friendly using,5,1
TPBank Mobile,Cannot transfer money because token is not show Cannot activate app,1,1
TPBank Mobile,"The ""Forgot password"" function does not work.",1,1
TPBank Mobile,"God fk d.a.m.n it. I'm so fk irritated with this fk app. Purely piece of c.r.a.p. Hours and hours of tries anh errors but still Could not make a new account. Could not detect id card. Could not recieve OTP code or whatsoever. Fire those people making this app already. Awful app, awful people. Fk yo and your company for wasting my fk time.",1,1
TPBank Mobile,Very slow. Bad app,1,1
TPBank Mobile,Very friendly and good app!,5,1
TPBank Mobile,"Very fast money transaction, wish have e stock floor soon",5,1
TPBank Mobile,Stupid app and customer experiences. Worst experiences I've had in my life with a bank.,1,1
TPBank Mobile,Ekyc registration is not working.,1,1
TPBank Mobile,1 word.... stupid. Have everything but nothing work good.,1,1
TPBank Mobile,Freeze every once in a while!,1,1
TPBank Mobile,Perfect! Nice UX/UI,5,1
TPBank Mobile,Can't get passed the ID stage really hard,1,1
TPBank Mobile,it takes me two hours to download the app.,1,1
TPBank Mobile,"Error, wrong otp!!",1,1
TPBank Mobile,"I can't login, it crash",1,1
TPBank Mobile,Crashed like a charm!,1,1
TPBank Mobile,"Can not contact to tpb by phone, chat and also can not login for 4 days",1,1
TPBank Mobile,Can not login with new version,1,1
TPBank Mobile,Very nice app!,5,1
TPBank Mobile,"Do not deserve to received 1star, must be 0star. Terrible experience",1,1
TPBank Mobile,I can not linking the air pay account,4,1
TPBank Mobile,I like the color of this app,5,1
TPBank Mobile,Very nice service,5,1
TPBank Mobile,Can't login,1,1
TPBank Mobile,Very good app.,5,1
TPBank Mobile,Good and fast,5,1
TPBank Mobile,The most fovourite bank I like,5,1
TPBank Mobile,Goood SwiftKey PGT,5,1
TPBank Mobile,It's good app,5,1
TPBank Mobile,can not login with Android 5.2,1,1
TPBank Mobile,update crash app,1,1
TPBank Mobile,It's so convince for me to transfers,5,1
TPBank Mobile,Cant login and get no noti,1,1
TPBank Mobile,Very good app,5,1
TPBank Mobile,I cant log in,1,1
TPBank Mobile,super slow recently,3,1
TPBank Mobile,Crash on andoid 12,2,1
TPBank Mobile,App này Spam notification,1,1
TPBank Mobile,NEED TO HIDE MONEY WHEN USE FUND TRANSFER FEATURE!!!!,3,1
TPBank Mobile,app su dung tot . cho 5 sao,5,1
TPBank Mobile,eToken is the worst,1,1
TPBank Mobile,Like the new version,5,1
TPBank Mobile,App co ick,5,1
TPBank Mobile,"App sucks, always connection issue.",1,1
TPBank Mobile,perfect app,5,1
TPBank Mobile,Tot,5,1
TPBank Mobile,Very bad,1,1
TPBank Mobile,good app,5,1
TPBank Mobile,Great,5,1
TPBank Mobile,app tot,5,1
TPBank Mobile,UK rs,5,1
TPBank Mobile,Good app,5,1
TPBank Mobile,Good app.,5,1
TPBank Mobile,Perfect,5,1
TPBank Mobile,Keyboard vibration is such an awful & ridiculous feature of the latest version. Pls fix it.,1,1
TPBank Mobile,not responding,1,1
TPBank Mobile,Slow unsually,1,1
TPBank Mobile,B has NBC,5,1
TPBank Mobile,Great.,5,1
TPBank Mobile,Great app,5,1
TPBank Mobile,"After several updates, app becomes useless compare with web version. Very slow loading. When I enable login using fingerprints, it should automatically lauch fingerprints instead user must click fingerprint icon to use that function",1,1
TPBank Mobile,very slow,4,1
TPBank Mobile,very smooth,5,1
TPBank Mobile,Great!,5,1
TPBank Mobile,Good app!,4,1
TPBank Mobile,Good app,4,1
TPBank Mobile,good appa,5,1
TPBank Mobile,Great ! Usefull,5,1
TPBank Mobile,its good,5,1
TPBank Mobile,rat tot,5,1
TPBank Mobile,app crash,1,1
TPBank Mobile,force close,1,1
TPBank Mobile,"Crash out when tapping ""back""",4,1
TPBank Mobile,Can't login . Disconnect from server,1,1
TPBank Mobile,The new updated app crash in htc design 620g,1,1
TPBank Mobile,New version was crashed in anroid 4.4.2,1,1
TPBank Mobile,Can not open the app after installing!,1,1
TPBank Mobile,crash on my phone s7 9300,1,1
TPBank Mobile,Cannot use,1,1
TPBank Mobile,I love the bank for its excellent customer service. The new app is working perfectly. The fingerprint login function is the best! Please keep up the good work,5,1
TPBank Mobile,"Very good, easy to use effective app, but it could be better if it stops crashing while I am using the back button to navigate backwards. Overall this app makes my life alot easier. I say good job to all those involved.",5,1
TPBank Mobile,Good apps,4,1
TPBank Mobile,"The new one is worse. Difficult to login, confused.",1,1
TPBank Mobile,cheap,1,1
TPBank Mobile,Ban update loi khong the ket noi den he thong,1,1
TPBank Mobile,You can buy gold through this excellance,5,1
TPBank Mobile,New update crash in android 4.4.2 samsung mega 6.3,1,1
TPBank Mobile,Crash on Android 4.4.1,1,1
TPBank Mobile,Rated,5,1
MB Bank,hard to change password. time out. don't have method to get old pass when use identified fingerprinter,3,1
MB Bank,"Rate 1*, force me to allow to access media at the first time without any reason. Suck app ever!",1,1
MB Bank,"Bad app, an alert my device is rooted but I don't, I used this app normally before.",1,1
MB Bank,"Touch ID is very slow, I tried many times to log in my account",3,1
MB Bank,"this app takes your personal information such as photos , contacts , videos , camera .for military purpose ... it said my phone is rooted even though my phine is genuine and works perfectly fine before with other apss ứng dụng lấy thông tin cá nhân như số thuê bao , danh bạ... ko tốt",1,1
MB Bank,Cannot change to new phone following their instruction. Really suck.,1,1
MB Bank,The App is too stupid. Starting time is too long to load.,1,1
MB Bank,Getting root phone error while my phone is not rooted. Please fix!,1,1
MB Bank,Downloaded this app since before god said let there be light. It still hasn't finished loading.,1,1
MB Bank,The app not like the images reviewed and need too much permissions,1,1
MB Bank,Hard to register. I cannot complete the registration after scan my face,1,1
MB Bank,"It tells me need to update or restart my device, after checked, there is no update, restarted, still get the notification. Bad app.",1,1
MB Bank,"App keeps crashing, can not use it anymore",1,1
MB Bank,"The online registration tell that I'm ready had an account, while I never been successfully registered.",1,1
MB Bank,This app completely fails to even start. Very dissapointed!,1,1
MB Bank,"Really easy to use, excellent servicies. Perfect.",5,1
MB Bank,Just bad and usually requires update new versions it's wasted time,1,1
MB Bank,Well. It's great..,5,1
MB Bank,Can't report lost password. Hard to use,1,1
MB Bank,This is the worst app that I have ever used. The connection is very bad.,1,1
MB Bank,"Best bank app, quick and stable",5,1
MB Bank,"Super lag, can't load anything",1,1
MB Bank,"Not the best app, but this is quite good service bank in Vietnam",5,1
MB Bank,"Got ""root device"" error on a non-root device.",1,1
MB Bank,"Can't access app with error ""mobile was root"" ?????",1,1
MB Bank,Android ver 6.0 cannot access to this app. It takes me 7 days to go to the bank for resetting,2,1
MB Bank,"I know people usually read 1 star, so this is my advice. You should acknowledge more ab opportunities vs risks when using whatever bank app. This app still good enough for general users. Worth 4.5 stars and they r improving it day by day.",1,1
MB Bank,"The noti for banking account does not show at all, even when i registered the service",4,1
MB Bank,"App ask to access phone device. Phone call, photo, camera. Banking app need to access it?",1,1
MB Bank,be always running. Can not connect.,1,1
MB Bank,Best bank app quick and stable🥰🥰,5,1
MB Bank,I can't come in the app. Because It's said my phone got root so I can't use this app,1,1
MB Bank,Too difficult to get my ID scanned then I deleted at once!,1,1
MB Bank,Too many notifications.,2,1
MB Bank,"Bad interface, too much errors",1,1
MB Bank,Totally sucks! Can not use the app at all,1,1
MB Bank,Very good application. Hopefully the upcoming updates will make it better. Thanks developer.,5,1
MB Bank,"Liên tục báo lỗi ""The following critical thread have been found on your mobile device. For your sercurity, the application will now quit.",1,1
MB Bank,Why this app need so many permission? Phone call? Contact?,1,1
MB Bank,I can not detect my face?? (Using xiaomi redmi note 9 5g),1,1
MB Bank,Usually hang at the login screen. Sucks,1,1
MB Bank,I cant login this is so anoying,1,1
MB Bank,"App so bad, i cannot register because cannot verify my face. Oh my god, i really angry",1,1
MB Bank,"It is fine, but no so fast as I expected",4,1
MB Bank,Why do you give me this app in non English version.,1,1
MB Bank,Can't log in. Uninstalled twice,1,1
MB Bank,Can not open this app???? What's wrong with it????,1,1
MB Bank,Good and easy to use.,5,1
MB Bank,App too lag and slow,3,1
MB Bank,Took too long to register,2,1
MB Bank,D OTP not working at the face,1,1
MB Bank,"very useful, please download!",5,1
MB Bank,Bad bad bad can't change password fk,1,1
MB Bank,"Very bad 😑 If someone else gonna down this app, they need to change their mind!!!",1,1
MB Bank,Too bad app and ask for many permission even some not necessary.,1,1
MB Bank,To be one of the top leading banks that provides modern technology for a changing lifestyle; MB continues to upgrade our App MB Bank in,5,1
MB Bank,It collects your data. That's all I need to say.,1,1
MB Bank,"I cant open mbbank , fix it",1,1
MB Bank,Can not exit the app.,2,1
MB Bank,Why i can't loan online?? App really bad. Waste my time,1,1
MB Bank,cant even acess to my account,1,1
MB Bank,Cannot take photo of ID card Cannot give my bestie her present money,1,1
